,EIF1,PSMB5,ANKRD11,PTMA,NFRKB,HSP90B1,TFAM,CSNK2B,C17orf58,MED19,SETDB1,UXS1,ACTB,WTAP,YEATS2,RPL41,MRPS28,SIN3A,HSPA8,GRSF1,RAC3,ATP2A2,GRB2,JAZF1,MRPL38,PABPN1,MRPL34,NUDCD3,MRPS27,HSD17B10,MRPL4,TPT1,HSPD1,MRPL24,MRPS35,ISCA2,MCMBP,MRPL54,SLC39A7,PMPCB,MRPL27,MRPL39,INO80B,TARS2,UPF2,GFM1,ZBTB17,RGPD6,TRNT1,SPCS3,DLD,CLASRP,SMG5,DDX46,RSL1D1,CSE1L,TARDBP,INTS8,SRP72,DNMT1,PAXBP1,PHAX,MAGOH,EIF2B2,SF3A2,CNOT3,THAP1,EIF2B5,MRPL16,SSU72,YEATS4,SART3,MVK,E4F1,MRPL35,RBMX2,EXOSC2,CIAPIN1,PSMG3,EEF2,GPS1,TSR1,CPSF3,EIF2B1,ALG14,PSMA4,NUP107,MRPL36,CYS1,OGFOD1,MRPL19,TTI1,UBA2,RABGGTA,SRP68,HNRNPL,EXOSC3
PABPN1,0.06405735348324415,0.06755540131827675,0.07733558932420936,1.4608524120226263,0.052953095462790256,0.03553625844249031,0.04564016506879209,0.053235983707539125,0.39556123530301746,0.04720988773991974,0.03935936355021741,0.23836070878544735,0.04886065468027545,0.033517541077453195,0.0511679275604614,0.2234028266688085,0.03735999040044502,0.050986641418199974,0.03424184413409059,0.027883799439557766,0.05232412237012185,0.11271386149108331,0.046546532630347914,0.04593325565343542,0.028706312265830314,,0.03398087566647168,0.05873970053398336,0.045220832001962474,0.03206087183039741,0.06114180920843959,0.08103459158672466,0.13075893574991448,0.16158991358748886,0.032913689743803376,0.029882411349726246,0.05808846978187243,0.03481450879040393,0.08531141987838498,0.039569155670636125,0.07008586344695822,0.1549857080700935,0.052529324833189395,0.02920927592675915,0.1284579800503043,0.1187094180743532,0.0528425691333092,0.0825609840114242,0.1120672280954167,0.05985530637311376,0.3191358330577496,0.034301172326249074,1.7340986105188114,0.0872093163270653,0.045248854699649566,0.08053165541823282,0.0878091465542844,0.9161972160305065,0.10178790520067171,0.07765654035537006,0.03422677469470958,0.03347547006322271,0.05732019469359895,0.41559584311860664,0.06339478508015495,0.05197971772457277,0.2144287309454942,0.08519527491261447,0.16792025791876897,0.050478494143094355,0.18115109309420663,0.07565083754124413,0.03691145000786844,0.048994184446313094,0.046204237766356515,0.07068969159798366,0.07897382983190426,0.09842816085588724,0.04075238812031812,0.08679717579574209,0.04690627627914068,0.11405660998427547,0.05106734630016718,0.03622670721080112,0.043716323332573026,0.07317188303955824,0.06500737369867038,0.035189005096548764,0.5123302608189626,0.5996213108502131,0.7773995320486244,0.026612190759066623,0.052352684656305826,0.04983112349094543,0.05789313867137169,0.056528804909000696,0.06523244402376682
MRPL34,0.0497815671844557,0.058215510971779016,0.09859082382859685,1.4055338897027843,0.05560103443411879,0.04206990401221955,0.045446226186010574,0.07216813375648068,0.33785334894033203,0.05396294364808074,0.05872249383832284,0.22017273168395257,0.048785488117717435,0.04252740859473558,0.0666479051329435,0.18728654698987757,0.04444364541606849,0.03955722551506258,0.042354722959947466,0.02662847610222452,0.05549134902086095,0.08918444263303471,0.06022206620232173,0.04899782178407841,0.03378680645882548,0.03398087566647168,,0.07141238600786959,0.059092502348392806,0.037476119049698386,0.041074880095128385,0.07379772158816589,0.1144399094076527,0.1345646047122152,0.031297288757543784,0.03005576352808359,0.04183486060368857,0.03652463720947663,0.10960473308803154,0.04404407279056766,0.05355139557399036,0.11769996035895469,0.04366745476538392,0.030144393617763665,0.09406447844458266,0.08751153125847388,0.07058645810430886,0.06953185388374294,0.1166380853171034,0.07500454472447171,0.3040438774318188,0.03182337948996461,1.6899396905900113,0.08029333781011605,0.04531693527174485,0.05980131836657021,0.06721602846066621,0.8881225570669418,0.0814197802500658,0.07241688979153016,0.03520269075035176,0.03214329905436364,0.04100815525042689,0.3664641449783902,0.05460455494954819,0.04270153524760267,0.21714562817021077,0.07372294084365949,0.13954354685900938,0.05226226161845948,0.1462761804137822,0.08146372906752108,0.0401850556886606,0.05516633032655027,0.038878510676357614,0.07721952612429739,0.08656065512875999,0.10969410181961037,0.03137655370550596,0.07734005761894969,0.05923841390806883,0.08857004611419561,0.062210491570628745,0.036856031850622695,0.04794096410436699,0.08266363819529321,0.05048746132435056,0.031035142078267852,0.45755663494787624,0.5399498499576529,0.7252230690822961,0.03039059649744358,0.06298107011901477,0.05228724575252075,0.044331142042876026,0.06616975854382778,0.08392228513482058
NUDCD3,0.08554501417834437,0.09467899937057989,0.034844941298413645,1.550165843822605,0.07873468425251928,0.025956534170673007,0.041405682814243505,0.03180148346616096,0.5171286330796059,0.047800906004924704,0.030497780951350584,0.22641027012428272,0.04676429062995913,0.02604233733663186,0.02940374981260241,0.2982533591379203,0.02789408891149958,0.0656019932986579,0.034217529429369176,0.04539761884421312,0.06425990889814903,0.19887424450162916,0.02998297948866513,0.04890748882982654,0.033564150944553894,0.05873970053398336,0.07141238600786959,,0.041536228605591696,0.037415510718803224,0.11114363706532338,0.1174939842190782,0.19221065876865728,0.196563083367859,0.0427347015641909,0.05455711046641731,0.10046895090375307,0.05483030665913957,0.05145405760824551,0.03886859051518177,0.10621629748478278,0.23850795572262196,0.08923146484914768,0.03211857078233893,0.19673006797605985,0.2075192414413911,0.03203984909414803,0.10639291916707228,0.07678903250829605,0.031183648258658603,0.3746800464954937,0.04265434155138481,1.8162960511835746,0.09520046114234149,0.053064444293382085,0.1194892652183811,0.15877838942093359,0.9934052628531028,0.16741599090188652,0.11878173757141719,0.047522108381325534,0.03659349045463878,0.0804758972542613,0.48266162427293935,0.07690422415387121,0.09341309458410063,0.20042829972507126,0.10611558973280721,0.21695745954101964,0.060994702221914054,0.24304954996079298,0.06591342376580744,0.03193617487579292,0.029755494656178105,0.07258582879440711,0.055210628374102066,0.079188135591579,0.07378663397427787,0.08068617455065208,0.10036575774450851,0.02921918200644391,0.13601036195722493,0.03018322857842226,0.03825960442902965,0.026486340096872785,0.048764864861723045,0.07825957099148162,0.049654995793601775,0.5559404188760162,0.6997313802576384,0.9160549897081786,0.04741291165524841,0.04160299796337352,0.06289948716177463,0.10755891670699813,0.054133946165144664,0.03531026072937016
MRPS27,0.10257215580918344,0.11115977488403417,0.028573810998149818,1.6045187076456575,0.07029823808624258,0.021840660622110986,0.04613924319253071,0.016823159940917654,0.5231240807453813,0.04845664105598246,0.014373949010804465,0.29181513968506456,0.060515180767797605,0.021791877764826828,0.0181349860955492,0.32056267903313895,0.030691144027051642,0.07787894054781308,0.01662369023081023,0.027940918215678567,0.07252738645568269,0.17475142133424137,0.024209744550956702,0.057528802659210454,0.017796820937241775,0.045220832001962474,0.059092502348392806,0.041536228605591696,,0.03362066577659739,0.10919224030698427,0.11143245802844903,0.18462685054862382,0.2320322411951221,0.037294880694047516,0.03918970572706437,0.10351196954821917,0.049190846727554804,0.03317714972388941,0.03571439355703432,0.11764700075281809,0.25143704609557216,0.0941423244360381,0.025357239785524732,0.19812541520754823,0.20132037059662333,0.01761891613150901,0.13095630615627152,0.11217767518496169,0.029222499324203954,0.3916911035725932,0.03702104790123284,1.8448433683320289,0.1250329149218805,0.04923061986683164,0.12461004342144355,0.14682136596213013,1.0430496776989502,0.16565433445629285,0.11043057019782776,0.04553660107446289,0.030100299485930293,0.08093735249043976,0.552935339290324,0.09822819585484766,0.08731880227021771,0.2446369890394532,0.1315266056506028,0.24358412162264986,0.06543747097031027,0.2763287535912179,0.07638101021460453,0.029232541053971994,0.03206247512594318,0.06772359598518096,0.07491016766452008,0.06539651917158606,0.09827208480309091,0.07308502537110906,0.10781070023195904,0.014663260217398277,0.16752944398527647,0.030644207352052977,0.032786170296151496,0.0294898882371164,0.07050696230746512,0.09465052154787024,0.04619039841219097,0.6384331303947227,0.750112120881084,0.9387206239905765,0.02436050058442507,0.034359855022621844,0.06587644826442784,0.10277145820082789,0.039658876264275,0.03439616918038935
HSD17B10,0.043469977886394506,0.0511103911190125,0.052926432636714704,1.4615642641547002,0.04236284755336861,0.019729772519602506,0.02005367947066561,0.03414529070900352,0.40583880466387534,0.02079982543303205,0.02264157212646767,0.17884088978406354,0.020437722944444348,0.01558258843858873,0.03425800051022676,0.2101857057006531,0.013699747349375624,0.030291881303792678,0.02246869366659432,0.021213354739855306,0.02778518845011224,0.13558237708788912,0.023320437403313354,0.018512325287012632,0.016761999883694978,0.03206087183039741,0.037476119049698386,0.037415510718803224,0.03362066577659739,,0.05737399736913107,0.07626877479458682,0.12093259481662677,0.13492621646877778,0.021619395839330036,0.022491816142824694,0.047854628710946256,0.02804294019468445,0.07203392345306914,0.022713671984707418,0.06317430880499397,0.1608206668093528,0.04328578610242362,0.015708932551694588,0.1354452917991873,0.1328367637621538,0.03908558632323511,0.06305743761355409,0.06508380991083373,0.03589256815850317,0.30997805375686893,0.016262630024598157,1.7579775427944062,0.06456841797493018,0.02749642654365103,0.06431327188983893,0.08895100057095051,0.9408475806701297,0.10496505989836302,0.06378088259473835,0.02469150572583456,0.019748842877944095,0.041880221973068066,0.40438248943075783,0.044115174949920566,0.05223483053840583,0.16930078907759416,0.06543682561878639,0.14864385546380265,0.03697062707054355,0.1704446125859147,0.041216593217660136,0.015301925006907857,0.0196400678439973,0.030170443922064805,0.04432311910958142,0.06623660854266944,0.06439882067771385,0.04403562191270427,0.06265330981660067,0.028798416239270486,0.09276094320971096,0.01905058436350815,0.015354534812052179,0.024961577448190053,0.04399743214777552,0.04933990529122245,0.018199527242383717,0.48287222676712493,0.5957729667277426,0.7937962284655466,0.021826054523920613,0.02840215107606614,0.038919746394251886,0.05974575870916998,0.045819462739958294,0.042898845760416915
MRPL4,0.03486605972302703,0.037604754093115145,0.16527477234046362,1.2468534142212069,0.05573338177012954,0.08251304582366326,0.0577123980175096,0.12423367305375077,0.2300645953495596,0.058246792407183445,0.10059817364746815,0.1440651195212277,0.04552554700512368,0.07306427524486192,0.12191808007290328,0.10578197775316978,0.07000575794292463,0.030344134625366448,0.08946076522898805,0.05442083972908662,0.04745794143532178,0.07740988378987146,0.09475473661391343,0.050584719294722635,0.06847406256565935,0.06114180920843959,0.041074880095128385,0.11114363706532338,0.10919224030698427,0.05737399736913107,,0.07625299462763702,0.0657819053765577,0.07201245063012196,0.05135974689518619,0.047928971794985564,0.02277360437380238,0.05031527342905351,0.18899367341179418,0.06445630848213779,0.040347080102625,0.060096599518482896,0.027887641326936108,0.05914241008512655,0.07171244654911912,0.04239921204801367,0.12818610999788238,0.04242686111084992,0.1134881109407535,0.12144563799606578,0.23406723620442393,0.047502279403600634,1.572756327424571,0.06602557018613164,0.06009952170096833,0.03521323636789142,0.0377058763859045,0.7968632584004144,0.04988800683575023,0.05754316413677596,0.0556437645512492,0.06514472080498912,0.03637485923118999,0.26707945682097034,0.04215690170777309,0.04195120837803168,0.1822311815557811,0.05444942488583848,0.08473294626846783,0.06715911187889101,0.0741912533244442,0.07805835625844249,0.06968382691794739,0.08169682855255433,0.0358464096056651,0.09253779458255007,0.12183423950097161,0.11790992600155581,0.03881522698288553,0.06801190667741963,0.11290942455624031,0.05867703036682714,0.08560939507574494,0.063546957027236,0.0876465672182789,0.10500693140478634,0.041228469578389326,0.04105756835747143,0.3323947236962129,0.39906086523460604,0.587496334498941,0.05938982367069956,0.08822255677438695,0.06711624519215575,0.03213180266683113,0.10980433433987113,0.13376608418442604
TPT1,0.08140342855563332,0.08044069950643984,0.14848248702897238,1.310105455203758,0.08027866273627982,0.0947714659432014,0.08088857946617767,0.12271918654416725,0.3093161041763526,0.08235967008875644,0.10333108021760073,0.20572612602652507,0.07966035709833263,0.08736449612441788,0.11794032165489021,0.1761178536548057,0.09012199605297877,0.07296765860297327,0.09782743713846787,0.07667246699848151,0.07938381549793383,0.12371608412287238,0.10094473825276773,0.08095811671166642,0.08490921177700617,0.08103459158672466,0.07379772158816589,0.1174939842190782,0.11143245802844903,0.07626877479458682,0.07625299462763702,,0.12666388973739862,0.13793939488987528,0.07045505250797424,0.07358178784836067,0.0750587321224272,0.07492954429999044,0.1733754492016233,0.08726783378483904,0.0813124946540752,0.13128654047119348,0.0703148512788222,0.08040821201238146,0.12530672901526418,0.11674027268093468,0.12651051393360913,0.08409363765080335,0.1318143649127026,0.12358658619273666,0.3009274923488747,0.07017554024113615,1.621118971963214,0.10673565658899764,0.08877523788828823,0.08221961855967197,0.0895645924827112,0.8408581085022505,0.11108054857743799,0.08351017037571185,0.06514545631199153,0.0800051116706858,0.07356251656467805,0.3363474209924676,0.08396314473552713,0.07756783620442809,0.20282187952942798,0.08751792099159139,0.15314703865912938,0.09633856825807197,0.1504399893050805,0.10539200427176976,0.08710306238187038,0.09562533586883137,0.06787747784723208,0.11018005761739047,0.13136113098807922,0.13425895039518432,0.06895699311330461,0.10773277391699942,0.11721475451626107,0.11922132050264578,0.099304760338072,0.07842469969719335,0.0942872390403452,0.12462918378390908,0.07735373067341444,0.0701026196378085,0.4210728829043291,0.48625489334930716,0.6665825716224267,0.07594828619326877,0.10349738939580067,0.07917691053808729,0.07433945558324773,0.11349165957542895,0.1373796752118266
HSPD1,0.08488484159020804,0.07475760474618309,0.2574796388246209,1.1069766298559855,0.10176658012674777,0.16860945698312801,0.12363656001200751,0.2125725440247107,0.1878276385013513,0.10863411237942233,0.1797273964350966,0.1547757864916729,0.10391640382636635,0.14880435923843116,0.21629982612663745,0.08575229210233204,0.14530218326521083,0.08617568101993378,0.16987877386789685,0.12949771544631006,0.09447433434518515,0.11063652792437673,0.17495473944566953,0.10615150777916638,0.1479901765563908,0.13075893574991448,0.1144399094076527,0.19221065876865728,0.18462685054862382,0.12093259481662677,0.0657819053765577,0.12666388973739862,,0.10503983070903922,0.12450982637396035,0.11633256613364662,0.06718791149034564,0.10780917287367198,0.2994658812948301,0.12794416361961647,0.08705671632763545,0.08120657616674132,0.06933555760279098,0.13728452397329882,0.1060561253133282,0.06386091207660505,0.22484772974099898,0.09131249390880414,0.17754861063228355,0.21468459559756514,0.2570271647694006,0.11531388457322311,1.4479162335065972,0.11812633745957435,0.12087662197247484,0.08335849826830322,0.06350711763076422,0.7176801512765034,0.06867991511138549,0.0786655119359011,0.12456543945732546,0.1507387176676912,0.09559513547676979,0.2519962397979115,0.10307040045549665,0.10013486251056625,0.20807935497269647,0.09016370291463383,0.08876083551485081,0.13312404965445745,0.09258750457160347,0.12389955513293605,0.13715255543585125,0.16142161398075427,0.0837823126389794,0.16302048397129665,0.1969930600199744,0.19418563510442755,0.10445328784013863,0.088068157340211,0.20485700391855388,0.10107848303927369,0.15852000967427893,0.1321503543830801,0.16686662829757548,0.18338566815771928,0.10095817193298617,0.10349277512264021,0.30956766703658256,0.3505854086421927,0.47245816301898647,0.1239503437224907,0.15317276419260317,0.13628892419843996,0.08246481476634726,0.18894990712881676,0.22437601456253098
MRPL24,0.07397345317169379,0.06883918470868655,0.2707711255692431,1.0468971729305199,0.11612167312866972,0.17644258980458705,0.1166825489938833,0.23608415587893794,0.1974347578601332,0.11512308988366382,0.20213148848063056,0.06430930685065228,0.09255214226807207,0.1649897128721043,0.23134914671086226,0.07968016281987478,0.1470597300462173,0.07799880306923612,0.19252894142552235,0.1492956818380391,0.09223384890942632,0.16863136912765664,0.17900544109350436,0.09724528927623743,0.1676349502194071,0.16158991358748886,0.1345646047122152,0.196563083367859,0.2320322411951221,0.13492621646877778,0.07201245063012196,0.13793939488987528,0.10503983070903922,,0.1407954461423082,0.1356428234519752,0.07070067528836432,0.13118883082915977,0.3108898370967511,0.14784073477334247,0.07627920101511088,0.07057114696410693,0.08182513332131502,0.14825906154384227,0.11054929218532838,0.08880813199509996,0.24163359315328792,0.05500325754751567,0.1245917218658299,0.21000926596055802,0.2511257318684439,0.12074760767218529,1.4273220915317373,0.07843354177804196,0.13275679586400935,0.07385623969552979,0.09497140785540858,0.6930413487917875,0.09326609765415506,0.11071850935726146,0.13505760236403253,0.15148251247030498,0.09190526007549715,0.17349025472949586,0.07518428358292162,0.12074133648159013,0.13998985410794795,0.06795688073937722,0.0653334665567128,0.128695077814449,0.05572932399220498,0.11607579769181542,0.14795145590218617,0.15082571823463464,0.08935483306774739,0.1404392547750305,0.21950998104457153,0.14342825667879977,0.12304217184031896,0.09783228718967929,0.21818256506524458,0.05586763026515562,0.15492975394110875,0.13813264767527544,0.17118378292876635,0.16128584645483424,0.07869921655395862,0.10429700030334588,0.211690812051485,0.30271692663398275,0.4798420587854392,0.16331480155025857,0.16669877974772984,0.13715271453752742,0.09758064371386999,0.20982812450594712,0.23159840793050035
MRPS35,0.046149330035580416,0.05774651595883751,0.06174959515830036,1.461947511904187,0.044471012028902135,0.021352423583658187,0.02632094513408223,0.040409378457025524,0.3893889289519653,0.03434045527103091,0.029127342344032803,0.20573820868663917,0.031087539607306147,0.020254297050584125,0.03808727825733105,0.20843035676122834,0.022906741246425555,0.03222397900148888,0.024994645904472534,0.018885517309918942,0.03943411226226934,0.11885252747097175,0.03159316874783791,0.034034066256227624,0.01668208143474914,0.032913689743803376,0.031297288757543784,0.0427347015641909,0.037294880694047516,0.021619395839330036,0.05135974689518619,0.07045505250797424,0.12450982637396035,0.1407954461423082,,0.021894510065575634,0.047901643867314436,0.020448367393675837,0.07594201868870243,0.027452959176238467,0.0601826973074574,0.14465073914725224,0.04508238598397962,0.017889165798365858,0.12274143594165798,0.11591274132656204,0.04101832500386515,0.06365521977388122,0.08501516717342172,0.044468477819284424,0.3133436039742109,0.01748647849474927,1.749276053278217,0.06926827583609607,0.029812896633970576,0.061779496289075087,0.08584272851209562,0.9149767024329752,0.09822622479529597,0.07386749583227947,0.024130509905779363,0.019716543270219766,0.03892290007993404,0.40888123873330173,0.045529526574561,0.04634775426218751,0.1949355114730318,0.06967264137583273,0.1524372693380226,0.03910528603158703,0.16565908408064522,0.05708860867570065,0.024185319774466585,0.029367031827294943,0.031084059476725878,0.06092241128235132,0.06674225546220314,0.07987525926959738,0.03156955619441304,0.0679655476553992,0.0336528857350199,0.09382765398606407,0.030523727777913456,0.022891324020748227,0.02579549419100957,0.05485972003310424,0.047823754379549,0.021825095954042473,0.47209867370739245,0.5871073088738751,0.7859222035325644,0.01971085583502874,0.036505574664509655,0.04140107071118315,0.04915266823636466,0.043657522485748834,0.04989684645585324
ISCA2,0.04862974619132121,0.05693940455412638,0.0662247896952286,1.4454679843495664,0.039274802248581486,0.028355038157889867,0.03003604295526552,0.04749939642780987,0.3804987336206769,0.03492921503057611,0.03359545526939234,0.20386123135724898,0.03475966947629294,0.025512078931274607,0.04551206923727491,0.20345397964606993,0.02692017946607539,0.03277819292073059,0.02934251563636814,0.020111832645838712,0.04028317546828619,0.1097526413338642,0.03513290897851118,0.030349588848432307,0.02002437474364538,0.029882411349726246,0.03005576352808359,0.05455711046641731,0.03918970572706437,0.022491816142824694,0.047928971794985564,0.07358178784836067,0.11633256613364662,0.1356428234519752,0.021894510065575634,,0.04380132157088312,0.024076247037344678,0.0852116411632099,0.029497098547918266,0.05936317823841353,0.14097559618241884,0.04401814637803303,0.021297104570480507,0.11640785726907799,0.10807466301245228,0.04649192348939746,0.06628061151985598,0.08997537887202689,0.0494759710831123,0.3069602251319594,0.019920648926815998,1.7337857443722102,0.07109648645317057,0.03292820143911468,0.06399659043266748,0.07504230215340668,0.9094226185248717,0.09219034782007074,0.06621982537607929,0.02686364325496715,0.025081225514866468,0.039757841146982,0.3928042937583591,0.04857738694062341,0.04539040812010531,0.19341925153439243,0.06762308079542934,0.14843205166334628,0.03870491939705589,0.16029526128845717,0.05540522847120033,0.022834537100962393,0.0325283450939986,0.03272316300408762,0.062129971521424965,0.07750421791421913,0.08049668165857571,0.03563155004304308,0.0679874932736223,0.03830326172335152,0.09058852619905888,0.035419827222184175,0.022646693207477586,0.032452821781851826,0.06489701196448694,0.04938169293338046,0.023253309113931753,0.4714327306855166,0.577675141581219,0.7681412675948959,0.021641114466016242,0.04007147486105067,0.03938468530187533,0.049838751529375114,0.04974075769615993,0.060990056792829206
MCMBP,0.03042974107733476,0.029189058178385907,0.14837570966218205,1.256069365519239,0.05096557812113711,0.07227323761985982,0.04724788250667733,0.11372766828126613,0.24671608638503273,0.0482040565023556,0.09004804149144163,0.1338038743292903,0.03961673107672392,0.06436366606625166,0.113526610210683,0.10963370270133965,0.060632962905544874,0.024388055531028185,0.08090173985819649,0.05096207692636667,0.04160189667902947,0.08102890435172172,0.08394202333720246,0.039208702764035874,0.06203638202095774,0.05808846978187243,0.04183486060368857,0.10046895090375307,0.10351196954821917,0.047854628710946256,0.02277360437380238,0.0750587321224272,0.06718791149034564,0.07070067528836432,0.047901643867314436,0.04380132157088312,,0.0467094364824554,0.17568885241173837,0.057639493473597314,0.0351587840634231,0.06877189040687182,0.02671896998398826,0.05274596888902405,0.0735529282249161,0.051495302159521805,0.11580320478453832,0.03603478047477604,0.09555163163301139,0.10853523302500045,0.25435555097069373,0.038377466770735946,1.59265314398927,0.04775011168695853,0.055530688011824925,0.03445057604002966,0.04248660022967932,0.7795542850079612,0.05033417201016144,0.05119075222369396,0.04623973318713592,0.05779142560585904,0.03360131026371327,0.2610362020927267,0.033410583559885576,0.03942364618982086,0.1610451784860507,0.03951591800457721,0.08032439468499031,0.0554444101497672,0.07226378855703897,0.06340784175774028,0.057489031902811405,0.07088618036662153,0.030952422102756283,0.07900457975400221,0.11625323685569222,0.10452898252121923,0.036034335198803946,0.06052386297164303,0.10288018628640616,0.04952227402102993,0.07277843561128716,0.051075078183196454,0.07754216614495635,0.08844307739096902,0.03485040123029226,0.037284607515363444,0.3322383981418512,0.4189583164158456,0.5971959145757645,0.05560385564020942,0.07756552146474827,0.06452681710945762,0.03429004371170219,0.10020780741682467,0.11729419051408918
MRPL54,0.046257218171222414,0.05001867989870068,0.08090915033541846,1.4147379540047926,0.0424250437555177,0.036661458356111565,0.034694559592720386,0.05772679588844387,0.3614265839620664,0.034867375566790426,0.04215151763545866,0.19490548493355198,0.03443679966916857,0.031995492807709636,0.057457260888184813,0.18990296146787278,0.03323148770195228,0.03522161066459972,0.03829578693435809,0.026980061722379545,0.03867819343837475,0.10839271232768832,0.04217035630712063,0.03435462221916885,0.02728212864255497,0.03481450879040393,0.03652463720947663,0.05483030665913957,0.049190846727554804,0.02804294019468445,0.05031527342905351,0.07492954429999044,0.10780917287367198,0.13118883082915977,0.020448367393675837,0.024076247037344678,0.0467094364824554,,0.09895259703366777,0.0335939733345354,0.05892633977625017,0.1347989757087259,0.042366411293077055,0.02791900155467475,0.11992381257517148,0.10562736632124581,0.059364565233567146,0.06629462373559014,0.09134146739204618,0.061084809445392074,0.3000514424617514,0.022974740661667714,1.7162080796354435,0.07205930313267772,0.03526309903907787,0.06130303279638194,0.07444271627308519,0.9032148705354125,0.08500782568357435,0.06219488372877102,0.03200620763562656,0.033939968685749666,0.040877805669807254,0.38468933556182516,0.05206140040814777,0.04721742729851697,0.19728775012990896,0.06907396625767304,0.1394892506207771,0.05159336476448917,0.15503181005609323,0.0591002574031978,0.03363132457117135,0.041426036082849005,0.03117571859505819,0.06861201321514665,0.07658868265478613,0.08745462280474536,0.03693661047542651,0.0671369536090135,0.05046135894563253,0.09399210165455862,0.04092259570570089,0.0317265133067437,0.04147738885463348,0.06737235081687198,0.05343289597230849,0.024979724435131745,0.4495411171365514,0.5577502231819806,0.7414327483551089,0.025922078893170886,0.04479770526428306,0.04593185734046723,0.04900508444535234,0.059473745375882126,0.06829802973196053
SLC39A7,0.16400121494792763,0.18173809965041454,0.019284544627520384,1.7230390453215036,0.13509918547557742,0.03766659489179758,0.0857782411684147,0.02161775238071495,0.673928563781719,0.09509049400291825,0.03314308606471794,0.36820982517340517,0.1084237560225767,0.04786251524215679,0.0199943171823892,0.4426660937070245,0.056585356981432855,0.13442545595184352,0.032587722917314044,0.06626764682896735,0.12431884826860373,0.26769183690532206,0.04100197781584636,0.10405565340540657,0.0452525694589877,0.08531141987838498,0.10960473308803154,0.05145405760824551,0.03317714972388941,0.07203392345306914,0.18899367341179418,0.1733754492016233,0.2994658812948301,0.3108898370967511,0.07594201868870243,0.0852116411632099,0.17568885241173837,0.09895259703366777,,0.0674092671667228,0.18775951252035872,0.3596745361742347,0.1684153715143063,0.056402093978008105,0.28772246730959383,0.30830261872951925,0.01749395065943704,0.19599054942159888,0.13889671700850337,0.026682264989555837,0.48611518659896424,0.07791189670115328,1.9157736897671782,0.17677440787757004,0.09046182977841,0.2001126717343975,0.24290266765718116,1.1281147395645315,0.2588420785339084,0.19236163036294718,0.08595149346425668,0.05799016722632577,0.1395852656461405,0.6646780763423414,0.15372738136708541,0.1487496794136136,0.29220337180668254,0.19520875818149375,0.3447060690508821,0.10246260114670791,0.37950224282632994,0.1253697068180839,0.05970035925225947,0.052791761567291484,0.13096155341122062,0.10387045826665908,0.09532363381404696,0.11903654983462897,0.12599795963588023,0.1697355098727057,0.02136980656266374,0.23289132553499592,0.054342956599102155,0.06421683882234441,0.045563413484014825,0.08531383480093191,0.1519568666680644,0.09195142774467024,0.7473700899231528,0.8937045456172035,1.102958956337436,0.06514103631079426,0.0631230289939908,0.10376108016565777,0.17200081471889472,0.056417500391170106,0.03624405263695496
PMPCB,0.04987724952407735,0.06250965902820971,0.05305737699694624,1.4767227472098945,0.05135740832885061,0.020476392602915783,0.026031139261531666,0.03798260820335153,0.41704583359914393,0.02848633050527738,0.025448415570623384,0.19551330360331942,0.029259895948780756,0.017220195329061716,0.03586782030701108,0.23045471591581013,0.019304684754089307,0.038808788569898,0.025524280853307157,0.026346510188037908,0.03714716882254421,0.14630842490678675,0.027593287129244803,0.025829118239413917,0.020475274527412712,0.039569155670636125,0.04404407279056766,0.03886859051518177,0.03571439355703432,0.022713671984707418,0.06445630848213779,0.08726783378483904,0.12794416361961647,0.14784073477334247,0.027452959176238467,0.029497098547918266,0.057639493473597314,0.0335939733345354,0.0674092671667228,,0.07341164747609463,0.17840047063450437,0.05420582927196993,0.02159492431315546,0.1460180591451148,0.14156718869394913,0.03527855615153852,0.07453724065962686,0.07344710524900999,0.0343276067496634,0.3354348254069234,0.02162043740644226,1.7631351096075185,0.07238187183305644,0.03251337861421366,0.0785452765396002,0.1026713043443469,0.9512784897242238,0.11417591230483515,0.07912862471028337,0.028580198243045807,0.023531921497135233,0.04879254509052411,0.4254673770393679,0.05614518239545563,0.06117962374224106,0.17863974117249892,0.07535151279426433,0.1656504074065689,0.04132321148171503,0.1868336236007515,0.0459959970244056,0.021191490257492562,0.023582809840562824,0.0366987253527965,0.049216296207262755,0.07163239453944836,0.07314553499935961,0.045563488091971416,0.06492221238670826,0.031181379097847572,0.10032878754676611,0.023321569138066378,0.02018440265824628,0.026491868830765375,0.04548105284720194,0.0513840981525191,0.02439825710069854,0.5028022647776205,0.618592355690663,0.8182923055719817,0.02722334476075594,0.029645018560792824,0.05085497169031428,0.06571041480203221,0.048480010394255535,0.04517963132067915
